PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME
CC1=CC=C(C=C1)C(=O)N2CCSCC2,0
CN(C)CCOC1=CC=C(C=C1)C2=C(SC3=C2C=C(C=C3)OC)C4=CC(=CC=C4)OC,1
CC1(CCN1C(=O)C2=CC=CC3=CC=CC=C32)C(=O)NS(=O)(=O)C4=CC=CC=C4,0
CC(CNC(=O)CCN1C=CC2=C1C=CC(=C2)S(=O)(=O)N3CCCC3)C4=CC=CC=C4,0
C1CCN(CC1)C(=O)CN2C(=NC(=N2)C3=CC=NC=C3)SCC(=O)NC4CCCC4,1
CC1=C(C=C(C=C1)S(=O)(=O)N2C(=CC(=N2)C)C)C,0
CN(C1CCS(=O)(=O)C1)C(=O)CSC2=NC(=CS2)C3=CC=C(C=C3)F,0
CC(=O)NC1=CC=C(C=C1)C2=NC3=CC(=C(C=C3N2)[N+](=O)[O-])Cl,0
COC1=CC=CC=C1/C=N/N2CCN(CC2)CC3=CC=CC=C3Cl,1
CN1C=CN=C1SCC(=O)N2C3=C(CCCC3)C4=CC=CC=C42,1
C1=CC(=CC=C1C2C3=C(NC(=S)NC3=O)OC4=C2C(=O)NC(=S)N4)Br,1
CN(C)C1=CC=C(C=C1)C=C2C=CC=C2,1
CC(=O)NC(=CC1=CC=CC=C1)C(=O)N2CCCC2C(=O)O,0
C1=CC(=CN=C1)C(=O)NC2=NC=CN=C2,0
CC1=CC(=C(C=C1)C)N2CCN(CC2)CCN3CCCCC3.Cl,1
CC(C)(C)C1=CC=C(C=C1)C(=O)NCC(=O)N2CCCCCC2,0
CN1C(=O)C2=CC=CC=C2C(=N1)C3=CC=C(C=C3)OCC(=O)NC4=CC=CC=C4,0
C1=CC=C(C(=C1)NC(=O)NCC2=CC=NC=C2)Cl,0
CN1C=NN=C1SCC(=O)NC(=O)C2=CC=CC=C2OC,0
C1COC(N1S(=O)(=O)C2=CC=C(C=C2)Br)CNC(=O)C(=O)NCC3=CC4=C(C=C3)OCO4,0
CC1=C(C=C(C=C1)NC(=O)CN2C3=CC=CC=C3N=CC2=O)S(=O)(=O)N4CCOCC4,0
CCN(CC)C1=CC=C(C=C1)NC(=O)CN(C)CC2=CC=CS2,1
C1=CC=C(C=C1)NC2=NN=C(C=C2)Cl,0
CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,0
CC1=CC=C(C=C1)CC2=C(N=C3N2C=C(C=C3C)Br)C4=CC(=CC=C4)Br,0
CC1=C(N=C(O1)C2=CC=CC=C2F)CS(=O)(=O)CC(=O)NCCC3=CC=C(C=C3)SC,0
CC(C)(CNCC(C1=CC=CC=C1)O)N2CCOCC2,0
CCN(CC)C(=O)OC1=C2C(=C(C=C1)Cl)C=CC=N2,0
CC1=NC2=CC=CC=C2N1CCN3CCOCC3.Cl,0
C1=CC=C(C=C1)C2=CC=CC=C2OC3=CC=C(C=C3)N,1
CN(C)C1=CC=C(C=C1)CN(C)C(=O)C2=CC3=CC=CC=C3O2,1
CN1CCN(CC1)CC2=C(C=CC=C2Cl)F,1
CC1=CC(=CC(=C1)OCC(=O)NC2=CC3=C(C=C2)OCO3)C,1
CCOC1=C(C=CC(=N1)C2=CC=C(C=C2)OC)C3=NOC(=N3)C4=CC=NC=C4,0
C1=CC(=CC=C1C2=CN(C(=N2)C3=CC=NC=C3)CCC(=O)O)Cl,0
C1CN(CCN1CC2=CC=CC=C2)/N=C/C3=CC=CC=C3[N+](=O)[O-],1
C1=CC=C(C(=C1)C2=C3C=C(C(=O)C(=C3OC4=C(C(=C(C=C24)I)[O-])I)I)I)C(=O)[O-].[Na+],1
CC1=C(C=C(C=C1)Cl)NC2=C/C(=N\S(=O)(=O)C3=CC=CS3)/C4=CC=CC=C4C2=O,1
C1=COC(=C1)/C=C/C=C\2/C(=O)N(C(=S)S2)NC(=O)C3=CC=NC=C3,1
C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,1
COCC1=C2C=CC=NC2=C(C=C1)O,1
COCC1=CC=C(C=C1)C2=C(SC3=CC=CC=C32)C4=CSC=C4,0
COC1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)CC(=O)NC3=CC=CC=C3)C4=CC=C(C=C4)OC,0
CN(C)C1=CC=C(C=C1)/C=C/C2=[N+](C3=C(C=C2)C4=CC=CC=C4C=C3)C5=CC=CC=C5.[Cl-],1
CC1=C(C=CC(=C1)[N+](=O)[O-])NCC2=C(C=CC(=C2)OC)OC,1
C1CCC2=C(C1)C=CC=C2N(CC(=O)NCC3=CC=CC=C3)C(=O)C4=CSN=N4,0
CC1=NC2=CC=CC=C2C(=C1)C(=O)N/N=C/C3=C(C(=CC(=C3)Br)[N+](=O)[O-])O,1
CC1=C(OC2=CC=CC=C12)C(=O)N3CCN(CC3)C4=CC=C(C=C4)OC,1
COCCCNC(=O)CN1C(=O)CSC2=C1C=CC=N2,0
C1=CC=C2C(=C1)C3=C4C(=NO3)C=CC(=C4C2=O)NCCCN5C=CN=C5,1
CC1=CC(=C(C=C1)OCCCCN2CCN(CC2)C3=CC=CC=C3OC)C.C(=O)(C(=O)O)O,1
CC1=CC(=CC=C1)N(CC2=CC=CC=C2)C(=O)C3=CC(=C(C=C3)OCC(=O)N4CCOCC4)OC,0
CC1CN(CC(O1)C)CC(=O)NC2=CC(=NN2C3=NC4=CC=CC=C4S3)C,0
C1CN(CCC1C(=O)O)C2=NC=CC=N2,0
CC(C(=O)NC1=CC=CC=C1F)NC2=C(C=CC(=C2)NC(=O)C)OC,0
COC1=C(C=CC(=C1)/C=C/C2=NC3=CC=CC=C3C(=O)N2)OC(F)F,0
CC1=NN(C2=CC=CC=C12)C(=O)CCC(=O)NCC3=CC=C(C=C3)OC(C)C,0
CNC1=CC=C(C=C1)C=C2C=CC3=CC=CC=C32,1
C1CCC2(CC1)NC3=CC(=C(C#N)C#N)C=CC3=N2,1
C1CCN(CC1)C2=C(C(=O)C(=C(C2=O)Cl)C3=CN=C(S3)N4CCCCC4)Cl,1
CC(C)OC1=C(C=C(C=C1)CC2=NNC(=S)N2CC3=CC=CC=C3)Cl,0
C1C(=NN(C1=O)C2=CC(=C(C=C2Cl)S(=O)(=O)O)Cl)C(=O)O,1
COCCN(C1=C(N(C(=O)NC1=O)CC2=CC=CC=C2)N)C(=O)COC(=O)COC3=CC4=C(CCC4)C=C3,0
CCCCCC1=CC(=O)OC2=C1C(=CC(=C2C(CCN3CCN(CC3)C4=CC=CC=C4)C5=CC=C(C=C5)N(C)C)OC)OC,1
CC1=C(C=C(C=C1)Cl)N2CCN(CC2)C(=O)C3CCN(CC3)S(=O)(=O)C4=CN=CN4,0
CCN(CC(=O)NC1=C(C=CC(=C1)Cl)C)C(=O)C2CC(=O)N(C2)CC3=CC=CC=C3,0
CC(C)(C)C1=CC=C(C=C1)N2C(=O)C=C(C(=N2)C(=O)N)O,0
CN1C(=CN=C1NCC2=CC=C(C=C2)SC)C3=CC(=CC=C3)[N+](=O)[O-].C(=O)(C(=O)O)O,1
CC(=O)N/C(=C\C1=CC=CC=C1Cl)/C(=O)O,0
CC1=CC=C(C=C1)C2=NN(C=C2C=C3C(=O)N(C(=S)S3)CCS(=O)(=O)O)C4=CC=CC=C4,1
C1CN(CCN1CC2=CC=CC=C2)C3=CC=C(C=C3)NCC4=CC=C(C=C4)Cl,1
C1CN(CCN1C(=O)COC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CO4)C(=O)C5=CC=CO5,1
CN1C(=C(C(=N1)C(F)(F)F)C(=O)NC2=CC=C(C=C2)OC)SCC3=CC=CC=C3Cl,0
CC1CC2=CC=CC=C2N1CC3=CC=C(C=C3)[N+](=O)[O-],1
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)N[C@H](C)C4=CC=CC=C4,0
CN1C(=O)C(=CC2=CC=CC=C2OCCOC3=CC=C(C=C3)[N+](=O)[O-])C(=O)N(C1=O)C,0
CC(=O)OC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)N3CCCC3,0
C1=CC2=CN=C(C=C2C=C1F)CCCC#N,0
C1COC2=C(O1)C=C(C(=C2)Br)NCC3=CC=C(C=C3)Br,1
CN(C)C1=CC=C(C=C1)N2C=CC=C2/C=C/[N+](=O)[O-],1
CC1=CC(=C(C=C1)N)C(=O)C2=CC=C(C=C2)Br,1
CCN1C(=C(C(=N1)C)CN2CCC3=C(C2C4=CC(=C(C=C4)F)OC)NC5=CC=CC=C35)C,1
CC/C(=C/C1=[N+](C2=C(S1)C=CC3=CC=CC=C32)C)/C=C\4/N(C5=C(S4)C=CC6=CC=CC=C65)C.[Cl-],1
CN(C)C1=CC2=C(C=C1)C3=CC=CC=C3C2=NO,1
C1CN(CCN1CC2=CC(=CC=C2)Br)C(=O)C3=CC(=CC=C3)F.C(=O)(C(=O)O)O,1
C1CCC(CC1)C(=O)NCC(C2=CC=C(C=C2)[N+](=O)[O-])O,0
CC(C)(C)OC(=O)N1CCC(CC1)C(=O)NC2=CC=C(C=C2)C(=O)N3CCCC3,0
COC1=CC(=C(C=C1)OC)C2=C3C=C(C(=O)C=C3OC4=CC(=C(C=C42)O)O)O,1
CC1C/C(=C\C2=CC(=C(C=C2OC)OC)OC)/C(=O)/C(=C/C3=CC(=C(C=C3OC)OC)OC)/C1,1
CCOCC1=NN=C(S1)NC(=O)C2=C(C=CC(=C2)Cl)OC,0
CCC(C)NC(=O)C1C2=CC=CC=C2C(=O)N1CC3=CC(=C(C=C3)OCC)OC,0
C1C=CC2C1C(NC3=C2C(=C(C=C3O)Cl)[N+](=O)[O-])C(=O)O,1
CC1=CC=C(C=C1)CNCC2=CC=CC=C2OC.C(=O)(C(=O)O)O,1
CNC(=O)C1=CN=C(N=C1C2=CC=CC=C2)C3=CC=CC=C3,0
COC1=CC=CC=C1N(CCC#N)C(=O)CSC2=NN=C3N2C=CC=C3,0
C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N,1
CC1=C(C=CO1)C2=NN=C(N2C)SCC(=O)N(C)C3=CC=CC=C3,0
CC1=C(C=C2C(=C1N)C(CC2(C)C)(C)C)N3CCCC3,0
CCN1CCN(CC1)C2=CC(=C3C4=C(C5=CC=CC=C5C3=O)ON=C24)N6CCN(CC6)C(=O)C7=CC=CO7,1
C1CCCN(CC1)C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CO4)C5=CC=CO5,1
CCOC(=O)C1CCN(CC1)C2=C(C(=O)C3=CC=CC=C3C2=O)NS(=O)(=O)C4=CC=C(C=C4)Br,1
CC1=CC(=C2C(=CC(=O)OC2=C1C)CN3CCOCC3)C,0
CC1(CC2=C(CO1)C(=NC(=N2)C3=CC=CC=C3)SCCN(C)C)C,0
CC1=C(SC(=C1C(=O)OC(C)C)NC(=O)C2=NC=CN=C2)C(=O)OC(C)C,0
C1CC2=CC=CC=C2N(C1)C(=O)CSC3=NC4=C(C=NN4C5=CC=C(C=C5)Cl)C(=O)N3,1
CC1=NC(=CC(=O)N1)C2=CC=CC=C2,0
C[C@@]12CCC=C[C@H]1[C@@H](N(C2=O)CC3=CC=CC=C3)C4=C(C=C(C=C4)C5=CC=C(C=C5)N(C)C)F,1
C1CN(C(=O)C2=C1C(=CC=C2)OCC(=O)N3C(CC(=N3)C4=CC=CS4)C5=CC=C(C=C5)F)CC6=CC=CC=C6,0
CC1=CC=C(C=C1)CN2C(=C(/C(=C/C3=CC(=C(C(=C3)OC)OC)OC)/C2=O)C(=O)OC)C,1
CCN(CC1=CC=CC=C1)C2=CC=C(C=C2)N=NC3=NN(C(=C3[N+](=O)[O-])C)C,1
COC1=C(C=C(C=C1)CN2CCN(CC2)CC3=CC=CO3)OC.C(=O)(C(=O)O)O,1
CC1=CC=C(C=C1)S(=O)(=O)NCC(=O)N(CC(=O)NCC2=CC=CO2)C3CCCC3,0
CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)OCCCNCCO.C(=O)(C(=O)O)O,0
COC1=CC=CC=C1NC2=NC=NC3=CC=CC=C32,0
CC1=CC=C(C=C1)C2=C(N=NN2C3=NON=C3N)C(=O)N/N=C/C4=CNC5=CC=CC=C54,0
COC(=O)C1=CC=CC=C1NC(=O)CN2C3=CC=CC=C3C(=O)N(C2=O)CCC(=O)NC4CCN(CC4)CC5=CC=CC=C5,0
CC1=CC=C(C=C1)S(=O)(=O)N(C)C2=CC=C(C=C2)C(=O)NCC3=CC=CC=C3OC,0
CC1=C(C(=CC=C1)C)NC(=S)NCCC2=CC(=C(C=C2)O)O,0
CCCC(C1=CC=CC=C1)NC(=O)C(C)N2CCN(CC2)S(=O)(=O)C3=CC=CC=C3,0
CC1(CC2=C(C=CN=C2O1)C3=CC=CC=C3)C(=O)NCC4=CC=C(C=C4)N(C)C,1
CC1=CC=C(C=C1)C2CC(N3C(=NC(=N3)N)N2)C4=CC=C(C=C4)OC,1
C1[C@@H](C=C(O[C@@H]1OCCCCO)C(=O)N)C2=CC=CC=C2,0
CC(=O)NN1C(=O)/C(=C/C2=CC=C(O2)Br)/SC1=S,1
CCOC1=CC=CC=C1C(C(=O)NCCOC)N(CCOC)C(=O)CN2C3=CC=CC=C3N=N2,0
[B-](F)(F)(F)F.CC\1(C2=CC=CC=C2N(/C1=C\C=C\C=C\C=[N+](C)C)C)C,1
CCOC(=O)N1CCN(CC1)C(=O)CSC2=NS(=O)(=O)C3=CC=CC=C3N2,0
CN(C)CCOC1=CC=C(C=C1)NC2C3=CC=CC=C3CSC4=CC=CC=C24.C(=C\C(=O)O)\C(=O)O.O,1
C1=CC=C(C=C1)CSC2=NC(=C(N=N2)C3=CC=CO3)C4=CC=CO4,1
CN(C)C1=CC=C(C=C1)C#CC2=CC3=C(C=C2)C=C(OC3=O)CCCO,0
COC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C4=CC=CC=C4,0
CN(C)C1=CC=C(C=C1)NC(=O)C2=CC=C(O2)COC3=CC(=CC=C3)Cl,1
CC/C(=N\NC1=CC=CC=C1[N+](=O)[O-])/C2=CC=C(C=C2)O,1
C1CCN(CC1)C2=CC=C(O2)/C=C(/C#N)\C(=O)NC3=CC4=CC=CC=C4C=C3,0
CC1=CC=C(C=C1)S(=O)(=O)N2[C@@H](C=C([C@@H]2C3=CC=C(C=C3)F)C(=O)O)CC4CCCC4,0
CCOC(=O)C1CCCN(C1)C2=C(C(=O)C3=CC=CC=C3C2=O)NS(=O)(=O)C4=CC=C(C=C4)Br,1
COC1=C(C=CC(=C1)C2=CC(=C(C=C2)NC3=CC=CC=C3C(=O)O)OC)NC4=CC=CC=C4C(=O)O,1
CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)CN3C4=CC=CC=C4N=CC3=O,0
CN1C(=NN=C1SCC(=O)NC2CCCCC2)CN3CCOCC3,0
CC1=CC(=C(C(=C1)O)OC2=CC(=CC(=C2O)O)C)O,1
CCCCNCCCOC1=CC(=CC=C1)Cl,0
CN1C(=O)C(=CN(C1=O)C2=CC=CC=C2)/C(=N/OC(=O)C3=CC=CC=C3)/N,0
CC1=CC=C(C=C1)N2C(=O)CC3(C2=O)CC4CC3C=C4,0
C1CC2=CC=CC=C2N(C1)C(=O)CSC3=NN=C(O3)C4=CC=C(S4)Cl,0
COC1=CC=CC(=C1)CN2CCN(CC2)CC3=CC(=CC=C3)F.C(=O)(C(=O)O)O,1
CC1=CC=C(C=C1)S(=O)(=O)NC2=NCCC2,0
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=S)N/N=C/C3=CC=C(C=C3)N(C)C,0
C1COCCN1C2=NC(=CS2)C(=O)NNC(=O)C3=CC=CC=C3[N+](=O)[O-],0
COC1=CC(=CC=C1)OC2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)[N+](=O)[O-],0
CCOC(=O)C1CCN(CC1)CC2=CN(N=C2C3=CC=C(C=C3)OC4=CC=CC=C4)C,0
C1=CC=C2C(=C1)C=C(O2)C3=CSC(=N3)C(C4=CC=C(C=C4)F)O,0
C1=CC=C2C=C(C(=CC2=C1)NC3=C(C(=O)OC4=CC=CC=C43)[N+](=O)[O-])O,0
COC(=O)C1=NN(C=C1)CSC2=C(C=CC(=C2)Cl)Cl,0
CNC1=NC2=C(C(=N1)NCC3=CC=C(C=C3)N(C)C)SC=C2,1
C\1C[C@@H](C(=O)OC[C@@H](NC(=O)[C@H](C/C=C1)CC(=O)N(CCO)CC2=CC=CC=C2)CC3=CNC4=CC=CC=C43)CC5=CC=C(C=C5)F,0
CN1C2=CC=CC=C2N=C1N=NC3=CC=CC=C3,0
C1=CC=C(C(=C1)C#N)NC(=O)C2=CC=CC(=C2)COC3=C(C=C(C=C3)Cl)Cl,0
CCOC1=CC=C(C=C1)NCC2=NC3=CC=CC=C3N2CCOC4=CC=CC=C4,1
CN1C2=CC=CC=C2/C(=N/N(C)C3=CC=CC=C3)/C1=O,1
COC1=CC(=CC=C1)SC2=NC(=NC(=C2)N3CCOCC3)C4=CC=CC=C4,0
CC1=NC2=CC=CC=C2C=C1O,0
CC1(N(C2=C(N1C)C=C(C=C2)[N+](=O)[O-])C)C3=CC=CC=C3,1
C1CC2=CC=CC=C2[C@H]([C@H]1OCC3=CC=CC=C3)NC(=O)COC4=CC=CC=C4,0
CC1=CC=CC=C1OC(=O)N2C3=C(C=C(C=C3)Cl)OC2=S,0
CC1=CC(=C(C(=C1)C)NC2=CC(=C(C3=C2C(=O)C4=CC=CC=C4C3=O)N)S(=O)(=O)[O-])C.[Na+],1
CN(C)C1=CC=C(C=C1)CNCCC(C2=CC=CC=C2)C3=CC=C(C=C3)OC,1
CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)NCC3=CN=CC=C3)C,0
CC(C)CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)C2=CC=CC=C2SCC(=O)N3CCCC3,1
CC1=CC(=NO1)NC(=O)CN2C(=O)/C(=C/C3=CC(=CC=C3)Br)/SC2=S,0
C1=CC=C(C=C1)N2C(C(=C(C2=O)O)CC(=O)O)C3=CC=C(C=C3)Cl,0
C1=CC(=CN=C1)OC2=NC=C(C=C2)NC(=O)C3=CC=C(C=C3)C(F)(F)F,0
CN(C)S(=O)(=O)OC1=C(SC=C1)C(=O)NC2=CC(=CC=C2)Cl,0
CC1=C(NC(=C1C(=O)C)C)C(=O)NCCC2=CC=C(C=C2)OC,0
CC1=CC(=CC=C1)N2C(=NC(=NC23CCCCC3)N)N.Cl,0
CC1(C2=C(C3=C(N1)C=CC(=C3)OC)C(=S)SS2)C,1
CN(C)C1=CC=C(C=C1)N2C=CC=C2,1
CCOC1=C(C2=C(N1)C3=CC=CC=C3C(=C2)O)C(=O)OCC,1
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)N3CCN(CC3)C4=NC=C(C=N4)Br,0
CC1(CC2=C(C=CN=C2O1)C3=CC=C(C=C3)N(C)C)C(=O)NC4=CC(=CC=C4)N(C)C,1
COC1=C(C=C(C=C1)NC(=O)CSC2=NN=C3N2CCCCC3)S(=O)(=O)N4CCOCC4,0
COC1=CC=C(C=C1)C2=C(C3=C(S2=O)C=C(C=C3)OC)SC4=CC=C(C=C4)Br,0
CN(C)S(=O)(=O)C1=C(C=CC(=C1)NC(=O)[C@H](CC2=CC=CC=C2)N3C(=O)C4=CC=CC=C4C3=O)Cl,0
CC1=CC2=C(C(=C1C)NS(=O)(=O)C)N=CN2CC3=CC=C(C=C3)OC,0
CCN(CC1=CC=CC=C1)C2=C3C=CN(C3=C4C5CCC(C5)C4=C2)C,1
CCCC1=C2C(C(=C(OC2=NN1)N)C#N)C3=CN=CC=C3,0
C1=CC=C(C=C1)CC2=CC=CC=C2NC(=O)CN3C=NN=N3,0
CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC(=O)N4CCNC4=O.C(=O)(C(F)(F)F)O,0
COC1=C(C=C(C=C1)C(=O)NCC(=O)NC2=CC(=CC=C2)S(=O)(=O)NCC3=CC=CO3)OC,0
C=CC(=O)NC1=CC(=CC=C1)OC2=C3C=CNC3=NC=C2.C(=O)(C(F)(F)F)O,1
CC(C)C(C(=O)NCC1=CC=CC=C1)N(C)CC2=CC(=C(C=C2)Cl)Cl,0
CC1=CC2=C(C=C1)N(C(=O)C2=O)CC(=O)NC3=CC=C(C=C3)N4CCOCC4,0
CCCS(=O)(=O)N1CCCC(C1)C(=O)NCCC2=CC(=C(C=C2)OC)OC,0
C1=CC=C2C(=C1)C3=C(N2)C(=C(C=C3)O)N=NC4=CC=C(C=C4)C(=N)N,1
C1=CC=C(C=C1)C2=N/C(=C\C3=CC=C(C=C3)Cl)/C(=O)NN2,0
C1CN(CCN1C2=CC=C(C=C2)F)C3=C(C(=O)C4=CC=CC=C4C3=O)NS(=O)(=O)C5=CC=CC=C5,1
COC1=CC=CC(=C1)NC2=NC(=CS2)C3=CN=CC=C3,0
CCN(CC)C(=O)CSC1=NC2=C(C(=CC(=N2)C)C)C(=O)N1,0
CC1=C(C(=NO1)C)COC2=CC=CC=C2C(=O)N(C)CC(=O)NC3=CC(=CC=C3)OC,0
COC1=CC(=C(C=C1C(=O)OCC(=O)NC(=O)NCC2=CC=CO2)Cl)N,0
C1C/C(=C\C2=CC=CS2)/C(=O)/C(=C/C3=CC=CS3)/C1.OS(=O)(=O)O,1
CCOC(=O)C1=C(C=CC=N1)NC(=O)CC(=O)NC2=C(N=CC=C2)C(=O)OCC,1
CC1=C(OC2=C(C3=C(C=C12)C(=C(C(=O)O3)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)O)C)C)C,0
CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2Br,1
CC1=C2C(=NN(C(=O)C2=NN1C3=CC=CC=C3)CCC(=O)NCC4=CC(=C(C(=C4)OC)OC)OC)C,0
COC1=CC(=C(C=C1)C2CC(=NN2S(=O)(=O)C3=CC=CC=C3)C4=CC=CC=C4)OC,0
CC1=C(C(=O)N(N1)C)N=NC2=CC=C(C=C2)SC,1
CC1=C(SC(=O)N1CC2=CC=C(C=C2)S(=O)(=O)N(C)C)C(=O)NCC3=CC(=C(C=C3)Cl)Cl,0
C1CC2=NC3=C(C=CC(=C3)C(=O)NCCC4=CC=C(C=C4)F)C(=O)N2C1,0
CC1=CC=C(C=C1)OCC(=O)NC(=S)NC2=CC=CC=C2C(=O)OC,0
CC1(C2=C(C=CC(=C2)S(=O)(=O)N3CCCC3C(=O)NCC4=CC=C(C=C4)F)N(C1=O)C)C,0
C1=CC=C2C(=C1)N=C(N2CCOC3=CC=C(C=C3)Cl)NC(=O)C4=CC=CO4,0
C1=C(OC(=C1)C2=NC(=CS2)C(=O)N)CO,0
CN1C2=C(C=C(C=C2)NC(=O)COC3=CC=C(C=C3)OC)N=C1CCN4CCCCC4,0
CCC(C(=O)O)P(=O)(C1=CC=C(C=C1)Cl)C2=CC=C(C=C2)Cl,0
C1CC(OC1)CNC(=O)C2=CC=CN2,0
CC1CCCN(C1)C(=O)CN2C3=CC=CC=C3C4=C2C(=O)N5CCSC5=N4,0
CC(C)C1=NC(=C2C(=N1)N(C(=O)N2)C3=CC=C(C=C3)F)C(=O)N,0
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N(C)C2=CC=C(C=C2)O,0
CC1=CC=CC=C1CN2CCN(CC2)C(=O)C3=CC=CC4=CC=CC=C43,1
CC(C(=O)C1=CNC2=CC=CC=C21)Cl,0
CC1=CSC(=O)N1CC(=O)OCC(=O)NNC(=O)C2=CC=C(C=C2)[N+](=O)[O-],0
C1COC(N1S(=O)(=O)C2=CC=C(C=C2)F)CNC(=O)C(=O)NCC3=CC4=C(C=C3)OCO4,0
C1=CC=C2C(=C1)C=CC(=C2O)N=NC3=CC=C(C=C3)F,1
CC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)CNCC3=CC=CC=N3.C(=O)(C(=O)O)O,0
COC1=C(C=C(C=C1)Br)/C=N/N2CCN(CC2)CC3=CC=CC=C3Cl,1
CC1=NC=C(C(=C1O)/C=N/NC(=O)C2=C(C=CC(=C2)Br)O)CO,1
CCOC1=CC=CC=C1N2CCN(CC2)C(=O)C3=C(C=NN3C)Cl,0
CC(=O)C1=CC(=CC=C1)NC(=O)C2C(C2(Cl)Cl)C3=CC=CC=C3,0
CC1=C(C=C(C=C1)NC(=O)COC2=NC=NC3=C2C=CC(=C3)[N+](=O)[O-])S(=O)(=O)N4CCOCC4,0
CN(CCOC1=CC=C(C=C1)Cl)C(=O)CN2C(=O)C3(CCCCC3)NC2=O,0
CC1=CC=C(C=C1)S(=O)(=O)N2CCCC(C2)C(=O)NCCC3=CC=CC=C3,0
CC1=CC(=C(C=C1NC2=C3C=C(C=CC3=NC4=C2C=CC(=C4)Cl)OC)C(C)C)O,1
CC(C)CC[N+]1=CC=CC=C1/C=C/C2=CC=C(C=C2)N(C)C.[I-],0
C1C=CC\2C1C/C2=N\NC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],1
CC1(CC2=C(C=CN=C2O1)C3=CC4=C(C=C3)OCO4)C(=O)NCC5=CC=C(C=C5)N(C)C,1
CC1CN(CCN1C2=CC=CC(=C2)C)C(=O)CS(=O)(=O)CC3=C(OC(=N3)C4=CC=CC=C4F)C,0
CC1CC2=NC(=NC=C2C(=O)C1)NC(=O)C3=CC(=CC(=C3)OC)OC,0
CC(=NNC(=O)C1=CC(=CC=C1)S(=O)(=O)NC2=CC=C(C=C2)OC)C3=CC=CO3,0
CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)C3C(=O)CC(CC3=O)(C)C,0
CCCCCCN1CCN(CC1)C2=CC=C(C=C2)Cl,1
COC1=CC(=C(C=C1)O)C2(C(=O)C3=CC=CC=C3C2=O)O,0
CCOC1=CC=CC=C1CNCC2=CC=C(C=C2)F.Cl,0
CCOP(=O)(C(C1=CC=CC=C1)NC2=CC(=CC=C2)[N+](=O)[O-])OCC,0
CC\1=NN(C(=O)/C1=C/C2=CC=CN2)C3=CC=CC=C3,1
C1CC2=CC3=C(C4=C2N(C1)CCC4)OC(=O)S3,1
CC1(CC2(N(C(C(=O)O2)CCSC)C(=S)N1)C)C,0
CC1CCCCN1CC(=O)NC2=CC=C(C=C2)N3CCCCCC3.C(=O)(C(=O)O)O,1
CC1=C2C=C(C(=O)C=C2OC3=CC(=C(C=C13)O)O)O,1
CN(C)C1=CC=C(C=C1)NC(=O)CSC2=NC(=C(N=N2)C3=CC=CO3)C4=CC=CO4,1
CCOCC1=C(C=CC(=C1)C2C(=C(NC(=O)N2)C)C(=O)OCC)OC,0
COC1=CC=C(C=C1)C2=NC3=NC(=NN3C(=C2)C(F)(F)F)C(=O)N4CCOCC4,0
CC1=CC=CC=C1/C=C/C23C(C4=CC=CC=C4N2CC(=O)N3)(C)C,0
CC(C1=CC=CC=C1)NC(=S)NC(=O)C2=CC=CC=C2Br,0
CON1C2=C(C3=NON=C3CC2)N=C1C4=CC=CC=C4,0
COC1=CC=C(C=C1)[C@H]2C[C@H]([C@@H](CN2CC3CCCCC3)O)N4C=C(N=N4)COC(=O)C5=CC=CC=C5,0
CC1=C(SC=C1)C(=O)OCC(=O)N2CC(=O)NC3=CC=CC=C32,0
CC(=O)C1=CC(=C(C=C1)OC)COC(=O)C2=CC(=CC=C2)N(C)C,0
